"iso_2","iso_3","country","year","higher_rate_1","higher_rate_2","higher_rate_3","reduced_rate_1","reduced_rate_2","reduced_rate_3","reduced_rate_4","reduced_rate_5","reduced_rate_6","standard_vat_rate","threshold","vrr","consumption_pct_total_5000","vat_pct_total_5111","sales_pct_total_5112","excise_pct_total_5121","consumption_pct_gdp_5000","vat_pct_gdp_5111","sales_pct_gdp_5112","excise_pct_gdp_5121","beer_excise_hl_usd","beer_low_alc_usd","still_wine_excise_hl_usd","sparkling_wine_excise_hl_usd","low_alc_excise_hl_usd","alc_excise_hl_usd","small_dist_rate","cigarette_excise_1k_usd","cigarette_excise_1k_pct_rsp","cigar_excise_1k_usd","cigar_excise_1k_pct_rsp","roll_tob_excise_1kg_usd","roll_tob_excise_1kg_pct_rsp","cig_pack_ex_tax_price_usd","cig_pack_specific_pct_rsp","cig_pack_ad_val_pct_rsp","cig_pack_sales_pct_rsp","cig_pack_total_tax_pct_rsp","cig_pack_price_usd","unleaded_total_tax_pct_price","unleaded_excise_pct_price","diesel_total_tax_pct_price","diesel_excise_pct_price","household_fuel_total_tax_pct_price","household_fuel_excise_pct_price"
"AT","AUT","Austria",1967,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1968,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1969,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1970,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1971,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1972,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1973,"","","","8","","","","","","16","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1974,"","","","8","","","","","","16","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1975,"","","","8","","","","","","16","","","34.522","19.841",0,7.906,"12.543","7.209","0","2.872","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1976,"","","","8","","","","","","18","","0.657800008523806","34.936","21.655",0,7.992,"12.649","7.84","0","2.893","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1977,"","","","8","","","","","","18","","","33.529","20.835",0,7.956,"12.255","7.615","0","2.908","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1978,"30","","","8","","","","","","18","","","31.701","19.784",0,7.526,"12.265","7.655","0","2.912","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1979,"30","","","8","","","","","","18","","","32.073","20.359",0,7.587,"12.218","7.756","0","2.89","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1980,"30","","","8","","","","","","18","","0.652977596751786","31.517","20.109",0,7.458,"12.157","7.757","0","2.877","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1981,"30","","","13","8","","","","","18","","","31.468","20.18",0,7.537,"12.476","8.001","0","2.988","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1982,"30","","","13","8","","","","","18","","","31.408","20.087",0,7.638,"12.068","7.718","0","2.935","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1983,"30","","","13","8","","","","","18","","","32.158","20.777",0,7.663,"12.256","7.919","0","2.921","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1984,"32","","","10","","","","","","20","","0.642292551260881","33.172","21.727",0,7.289,"13.194","8.642","0","2.899","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1985,"32","","","10","","","","","","20","","","32.57","20.992",0,7.004,"13.17","8.489","0","2.832","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1986,"32","","","10","","","","","","20","","","32.093","20.693",0,6.891,"12.946","8.348","0","2.78","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1987,"32","","","10","","","","","","20","","","32.326","20.853",0,6.913,"12.917","8.333","0","2.762","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1988,"32","","","10","","","","","","20","","0.621139035523466","32.007","20.612",0,6.819,"12.79","8.236","0","2.725","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1989,"32","","","10","","","","","","20","","","32.464","21.117",0,6.559,"12.643","8.224","0","2.555","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1990,"32","","","10","","","","","","20","","","31.521","20.78",0,6.087,"12.384","8.164","0","2.392","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1991,"32","","","10","","","","","","20","","","30.684","20.291",0,5.819,"12.196","8.065","0","2.313","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1992,"","","","10","","","","","","20","","0.61","30.209","19.545",0,6.295,"12.471","8.068","0","2.599","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1993,"","","","10","","","","","","20","","","29.34","19.065",0,6.058,"12.231","7.948","0","2.525","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1994,"","","","10","","","","","","20","","","30.942","20.895",0,5.68,"12.903","8.713","0","2.369","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1995,"","","","10","12","","","","","20","","","29.038","18.434",0,6.071,"11.984","7.608","0","2.506","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1996,"","","","10","12","","","","","20","","0.6","29.013","18.85",0,5.887,"12.371","8.038","0","2.51","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1997,"","","","10","12","","","","","20","","","29.123","18.667",0,6.238,"12.651","8.109","0","2.71","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1998,"","","","10","12","","","","","20","","","28.97","18.447",0,6.185,"12.587","8.015","0","2.687","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",1999,"","","","10","12","","","","","20","","","29.466","19.037",0,6.202,"12.697","8.203","0","2.673","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2000,"","","","10","12","","","","","20","","0.61","29.335","18.663",0,6.072,"12.404","7.892","0","2.568","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2001,"","","","10","12","","","","","20","","","28.196","17.838",0,5.918,"12.374","7.828","0","2.597","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2002,"","","","10","12","","","","","20","","","29.287","18.565",0,6.13,"12.505","7.927","0","2.617","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2003,"","","","10","12","","","","","20","","","29.173","18.208",0,6.325,"12.372","7.722","0","2.682","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2004,"","","","10","12","","","","","20","","","29.232","18.278",0,6.427,"12.265","7.669","0","2.696","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2005,"","","","10","12","","","","","20","","0.583385265780079","29.324","18.638",0,6.32,"12.026","7.644","0","2.592","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2006,"","","","10","12","","","","","20","","","28.712","18.213",0,6.014,"11.602","7.359","0","2.43","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2007,"","","","10","12","","","","","20","34403.6697247706","0.58167680066164","28.319","18.186",0,5.871,"11.483","7.374","0","2.381","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2008,"","","","10","12","","","","","20","","0.5859031862508","27.794","18.017",0,5.647,"11.504","7.457","0","2.337","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2009,"","","","10","12","","","","","20","","0.579224629914592","28.792","18.789",0,5.688,"11.799","7.7","0","2.331","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2010,"","","","10","12","","","","","20","35506.9131675882","0.578650943798321","28.665","18.739",0,5.711,"11.74","7.675","0","2.339","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2011,"","","","10","12","","","","","20","34281.1340911291","0.5751608597925","28.901","18.385",0,5.86,"11.884","7.56","0","2.409","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2012,"","","","10","12","","","","","20","35308.8019131382","0.586919286003647","28.722","18.442",0,5.682,"11.996","7.702","0","2.373","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2013,"","","","10","12","","","","","20","36105.1095559905","0.58384538773548","28.024","18.045",0,5.502,"11.948","7.693","0","2.346","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2014,"","","","10","12","","","","","20","34987.893314216","0.581548014695975","27.873","17.862",0,5.3,"11.902","7.627","0","2.263","","","","","","","","","","","","","","1.37147688838782","20","39","16.67","75.67","5.6369785794814","","","","","",""
"AT","AUT","Austria",2015,"","","","10","12","","","","","20","","0.588951731143267","27.658","17.702",0,5.219,"11.928","7.634","0","2.251","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT","AUT","Austria",2016,"","","","10","13","","","","","20","","0.594006144473127","28.535","18.289",0,5.305,"11.924","7.643","0","2.217","","","","","","","","","","","","","","1.13102654867257","24.36","37.5","16.67","78.52","5.26548672566372","","","","","",""
"AT","AUT","Austria",2017,"","","","10","13","","","","","20","","0.595819603858687","28.449","18.31",0,5.35,"11.879","7.646","0","2.234","","","","","","","","","","","","","","","","","","","","58.0813172043011","41.4146505376344","59.375","42.7083333333333","31.9842608206858","15.3175941540191"
"AT","AUT","Austria",2018,"","","","10","13","","","","","20","37457.4389849533","0.597807488020134","27.726","18.01",0,5.034,"11.704","7.602","0","2.125","5.61797752808989","","0","112.359550561798","0","1348.31460674157","1","65.1685393258427","37.5","0","13","0","56","","","","","","","","","","","",""
"AT","AUT","Austria",2019,"","","","10","13","","","","","20","","0.60310053067389","27.538","17.992",0,4.856,"11.688","7.637","0","2.061","","","","","","","","","","","","","","","","","","","","56.0479523528929","39.3812856862263","50.6296978611","33.9630588309425","30.4292929292929","13.7626262626263"
"AT","AUT","Austria",2020,"","","","10","13","","","","","20","46065.4814237656","","","",NA,NA,"","","","","5.61797752808989","","0","112.359550561798","0","1348.31460674157","1","65.1685393258427","37.5","0","13","0","56","","","","","","","","","","","",""
"AU","AUS","Australia",1967,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1968,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1969,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1970,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1971,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1972,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1973,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1974,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1975,"","","","","","","","","","","","","29.328","0",6.667,11.818,"7.442","0","1.692","2.999","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1976,"","","","","","","","","","","","","28.704","0",6.721,10.639,"7.335","0","1.717","2.719","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1977,"","","","","","","","","","","","","28.342","0",6.591,11.061,"7.205","0","1.676","2.812","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1978,"","","","","","","","","","","","","31.333","0",6.085,13.93,"7.685","0","1.493","3.417","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1979,"","","","","","","","","","","","","31.819","0",5.517,15.707,"8.002","0","1.387","3.95","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1980,"","","","","","","","","","","","","31.1","0",5.271,15.505,"8.152","0","1.382","4.064","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1981,"","","","","","","","","","","","","30.299","0",6.16,13.738,"7.994","0","1.625","3.624","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1982,"","","","","","","","","","","","","32.137","0",6.87,14.58,"8.631","0","1.845","3.916","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1983,"","","","","","","","","","","","","33.807","0",7.476,15.159,"8.827","0","1.952","3.958","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1984,"","","","","","","","","","","","","33.183","0",7.628,14.497,"9.194","0","2.113","4.017","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1985,"","","","","","","","","","","","","32.845","0",7.929,13.898,"9.117","0","2.201","3.858","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1986,"","","","","","","","","","","","","31.006","0",7.786,12.875,"8.848","0","2.222","3.674","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1987,"","","","","","","","","","","","","30.155","0",8.135,11.964,"8.637","0","2.33","3.427","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1988,"","","","","","","","","","","","","28.496","0",9.04,9.816,"8.064","0","2.558","2.778","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1989,"","","","","","","","","","","","","28.706","0",8.956,9.575,"8.042","0","2.509","2.682","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1990,"","","","","","","","","","","","","27.825","0",8.039,10.279,"7.821","0","2.259","2.889","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1991,"","","","","","","","","","","","","27.765","0",8.089,9.444,"7.404","0","2.157","2.518","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1992,"","","","","","","","","","","","","28.32","0",7.984,9.301,"7.401","0","2.087","2.431","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1993,"","","","","","","","","","","","","29.502","0",8.404,9.644,"7.849","0","2.236","2.566","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1994,"","","","","","","","","","","","","29.469","0",8.544,9.71,"8.106","0","2.35","2.671","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1995,"","","","","","","","","","","","","29.015","0",8.691,9.363,"8.207","0","2.458","2.648","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1996,"","","","","","","","","","","","","27.954","0",8.277,8.918,"8.085","0","2.394","2.579","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1997,"","","","","","","","","","","","","27.543","0",8.355,8.571,"7.895","0","2.395","2.457","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1998,"","","","","","","","","","","","","27.372","0",8.264,7.965,"8.056","0","2.432","2.344","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",1999,"","","","","","","","","","","","","26.209","0",7.939,7.582,"7.811","0","2.366","2.26","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2000,"","","","0","","","","","","10","","","28.813","11.108",0.92,9.205,"8.776","3.383","0.28","2.804","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2001,"","","","0","","","","","","10","","","30.471","12.553",0.363,9.393,"8.814","3.631","0.105","2.717","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2002,"","","","0","","","","","","10","","","30.507","13.095",0.375,9.067,"9.091","3.902","0.112","2.702","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2003,"","","","0","","","","","","10","","","29.88","13.226",0.388,8.487,"8.953","3.963","0.116","2.543","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2004,"","","","0","","","","","","10","","","28.699","12.77",0.352,8.184,"8.688","3.866","0.106","2.477","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2005,"","","","0","","","","","","10","","0.558548499252518","28.07","13.097",0.324,7.632,"8.414","3.926","0.097","2.288","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2006,"","","","0","","","","","","10","","","27.551","12.904",0.337,7.381,"8.097","3.792","0.099","2.169","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2007,"","","","0","","","","","","10","35460.9929078014","0.537659549723302","27.003","12.77",0.318,7.008,"7.971","3.77","0.094","2.069","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2008,"","","","0","","","","","","10","","0.490167555751299","27.855","12.609",0.322,7.456,"7.473","3.383","0.086","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2009,"","","","0","","","","","","10","","0.506746753981869","29.688","14.012",0.375,7.637,"7.58","3.578","0.096","1.95","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2010,"","","","0","","","","","","10","51642.1207340356","0.491078630987998","28.986","13.435",0.345,7.456,"7.324","3.395","0.087","1.884","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2011,"","","","0","","","","","","10","48199.2252122358","0.470448760484192","27.411","12.584",0.298,6.782,"7.096","3.258","0.077","1.756","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2012,"","","","0","","","","","","10","48123.3574587766","0.467011342751592","28.327","12.17",0.278,6.392,"7.623","3.275","0.075","1.72","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2013,"","","","0","","","","","","10","51452.2679440407","0.494666808041621","28.637","12.811",0.3,6.109,"7.763","3.473","0.081","1.656","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2014,"","","","0","","","","","","10","48730.6403375008","0.484188952204542","26.862","12.744",0.309,5.531,"7.326","3.475","0.084","1.508","","","","","","","","","","","","","","6.39333333333333","51.17","0","9.09","60.27","16.0919540229885","","","","","",""
"AU","AUS","Australia",2015,"","","","0","","","","","","10","","0.495646492745524","27.624","13.017",0.324,4.865,"7.707","3.632","0.091","1.357","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU","AUS","Australia",2016,"","","","0","","","","","","10","50335.5704697987","0.495777430891739","27.086","12.878",0.313,4.675,"7.481","3.557","0.086","1.291","","","","","","","","","","","","","","6.61540229885058","49.8","0","9.09","58.89","16.0919540229885","","","","","",""
"AU","AUS","Australia",2017,"","","","0","","","","","","10","","0.483843558608876","26.301","12.152",0.311,4.49,"7.495","3.463","0.089","1.28","","","","","","","","","","","","","","","","","","","","36.2088688513559","27.1179597604468","41.031941031941","31.9410319410319","",""
"AU","AUS","Australia",2018,"","","","0","","","","","","10","50950.9831162029","0.470195181486376","25.454","11.666",0.301,4.387,"7.3","3.346","0.086","1.258","","","","","","6187.02290076336","0","405.312977099237","0","","0","506.656488549618","0","","","","","","","","","","","",""
"AU","AUS","Australia",2019,"","","","0","","","","","","10","","","25.454","11.666",0.301,4.387,"7.3","3.346","0.086","1.258","","","","","","","","","","","","","","","","","","","","35.9270672829995","26.8361581920904","37.5296043656207","28.5129604365621","",""
"AU","AUS","Australia",2020,"","","","0","","","","","","10","52090.1701681679","","","",NA,NA,"","","","","","","","","","5628.47222222222","0","650.368055555556","0","","0","897.0625","0","","","","","","","","","","","",""
"BE","BEL","Belgium",1967,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1968,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1969,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1970,"","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1971,"25","","","0","6","14","","","","18","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1972,"25","","","0","6","14","","","","18","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1973,"25","","","0","6","14","","","","18","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1974,"25","","","0","6","14","","","","18","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1975,"25","","","0","6","14","","","","18","","","27.142","16.194",0,6.634,"10.57","6.306","0","2.583","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1976,"25","","","0","6","14","","","","18","","0.562241985468678","28.27","17.484",0,6.334,"11.066","6.843","0","2.479","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1977,"25","","","0","6","14","","","","18","","","27.849","17.244",0,5.889,"11.436","7.081","0","2.418","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1978,"25","","","0","6","","","","","16","","","26.911","17.18",0,5.39,"11.206","7.154","0","2.245","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1979,"25","","","0","6","","","","","16","","","26.923","17.072",0,5.203,"11.415","7.238","0","2.206","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1980,"25","30","","0","6","","","","","16","","0.601150658623971","26.988","16.882",0,5.333,"10.991","6.875","0","2.172","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1981,"25","33","","0","6","","","","","17","","","27.207","17.622",0,4.958,"11.152","7.223","0","2.032","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1982,"25","33","","0","1","6","","","","17","","","27.056","16.725",0,5.192,"11.42","7.059","0","2.192","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1983,"25","33","","0","1","6","17","","","19","","","26.807","16.559",0,5.233,"11.503","7.105","0","2.245","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1984,"25","33","","0","1","6","17","","","19","","0.49135196808214","25.373","15.786",0,4.913,"11.07","6.887","0","2.143","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1985,"25","33","","0","1","6","17","","","19","","","25.087","15.737",0,4.733,"10.967","6.879","0","2.069","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1986,"25","33","","0","1","6","17","","","19","","","24.503","15.349",0,4.692,"10.649","6.671","0","2.039","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1987,"25","33","","0","1","6","17","","","19","","","24.956","15.475",0,4.598,"11.004","6.824","0","2.027","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1988,"25","33","","0","1","6","17","","","19","","0.519596484627135","25.388","16.115",0,4.511,"10.86","6.893","0","1.93","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1989,"25","33","","0","1","6","17","","","19","","","26.173","16.635",0,4.744,"10.72","6.813","0","1.943","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1990,"25","33","","0","1","6","17","","","19","","","26.077","16.4",0.032,4.94,"10.794","6.788","0.013","2.045","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1991,"25","33","","0","1","6","17","","","19","","","25.847","16.196",0.025,4.919,"10.754","6.739","0.011","2.047","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1992,"","","","0","1","6","12","","","19.5","","0.5","25.968","15.788",0.027,5.3,"10.694","6.501","0.011","2.182","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1993,"","","","0","1","6","12","","","19.5","","","25.288","15.26",0.031,5.181,"10.781","6.505","0.013","2.209","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1994,"","","","0","1","6","12","","","20.5","","","25.712","15.565",0.031,5.316,"11.034","6.68","0.013","2.281","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1995,"","","","0","1","6","12","","","20.5","","","25.29","15.232",0.032,5.255,"10.834","6.525","0.014","2.251","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1996,"","","","0","1","6","12","","","21","","0.46","25.682","15.412",0.048,5.434,"11.134","6.681","0.021","2.356","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1997,"","","","0","1","6","12","","","21","","","25.627","15.334",0.066,5.313,"11.228","6.718","0.029","2.328","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1998,"","","","0","1","6","12","","","21","","","24.957","14.975",0.064,5.263,"11.09","6.655","0.028","2.339","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",1999,"","","","0","1","6","12","","","21","","","25.946","15.852",0.067,5.219,"11.478","7.013","0.03","2.309","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",2000,"","","","0","6","12","","","","21","","0.51","25.872","16.113",0.112,5.061,"11.345","7.065","0.049","2.219","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",2001,"","","","0","6","12","","","","21","","","24.973","15.384",0.074,4.877,"10.911","6.721","0.032","2.131","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",2002,"","","","0","6","12","","","","21","","","25.069","15.476",0.161,4.942,"11.008","6.796","0.071","2.17","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",2003,"","","","0","6","12","","","","21","","","25.301","15.378",0.123,5.127,"10.966","6.665","0.053","2.222","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",2004,"","","","0","6","12","","","","21","","","25.686","15.592",0.231,5.303,"11.166","6.778","0.1","2.305","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",2005,"","","","0","6","12","","","","21","","0.501160057716015","25.933","15.875",0.277,5.304,"11.244","6.883","0.12","2.3","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",2006,"","","","0","6","12","","","","21","","","25.869","16.041",0.224,5.047,"11.18","6.933","0.097","2.181","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",2007,"","","","0","6","12","","","","21","6399.08256880734","0.514194528692004","25.892","16.181",0.184,4.995,"11.113","6.945","0.079","2.144","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE","BEL","Belgium",2008,"","","","0","6","12","","","","21","","0.490348494453681","25.311","15.717",0.155,4.728,"11.034","6.852","0.068","2.061","","","","","","","","","","","","","","","","","","","","","","","","",""
